port_label,quarter_label,index_label,MissingValue
"China, Huizhou",Q2 2020,10.39,
"China, Huizhou",Q3 2020,10.39,
"China, Huizhou",Q4 2020,10.39,
"China, Huizhou",Q1 2021,10.39,
"China, Huizhou",Q2 2021,10.39,
"China, Huizhou",Q3 2021,10.39,
"China, Huizhou",Q4 2021,10.39,
"China, Huizhou",Q1 2022,10.39,
"China, Huizhou",Q2 2022,10.39,
"China, Huizhou",Q3 2022,10.39,
"China, Huizhou",Q4 2022,10.39,
"China, Huizhou",Q1 2023,11.1,
"China, Huizhou",Q2 2023,11.03,
"China, Huizhou",Q3 2023,11.03,
"China, Huizhou",Q4 2023,11.03,
"China, Huizhou",Q1 2024,11.03,
"China, Huizhou",Q2 2024,11.33,
"China, Huizhou",Q3 2024,11.33,
"China, Humen",Q3 2014,10.8,
"China, Humen",Q4 2014,10.8,
"China, Humen",Q1 2015,10.8,
"China, Humen",Q2 2015,10.39,
"China, Humen",Q3 2015,19.07,
"China, Humen",Q4 2015,19.07,
"China, Humen",Q1 2016,19.07,
"China, Humen",Q2 2016,19.07,
"China, Humen",Q3 2016,19.07,
"China, Humen",Q4 2016,19.07,
"China, Humen",Q1 2017,31.01,
"China, Humen",Q2 2017,32.61,
"China, Humen",Q3 2017,40.36,
"China, Humen",Q4 2017,47.8,
"China, Humen",Q1 2018,47.8,
"China, Humen",Q2 2018,47.84,
"China, Humen",Q3 2018,39.69,
"China, Humen",Q4 2018,51.22,
"China, Humen",Q1 2019,68.97,
"China, Humen",Q2 2019,69.08,
"China, Humen",Q3 2019,106.33,
"China, Humen",Q4 2019,106.53,
"China, Humen",Q1 2020,101.61,
"China, Humen",Q2 2020,88.55,
"China, Humen",Q3 2020,76.31,
"China, Humen",Q4 2020,59.71,
"China, Humen",Q1 2021,59.71,
"China, Humen",Q2 2021,59.71,
"China, Humen",Q3 2021,49.5,
"China, Humen",Q4 2021,52.92,
"China, Humen",Q1 2022,52.92,
"China, Humen",Q2 2022,53,
"China, Humen",Q3 2022,53,
"China, Humen",Q4 2022,48.25,
"China, Humen",Q1 2023,48.25,
"China, Humen",Q2 2023,48.25,
"China, Humen",Q3 2023,46.34,
"China, Humen",Q4 2023,46.98,
"China, Humen",Q1 2024,40.32,
"China, Humen",Q2 2024,47.84,
"China, Humen",Q3 2024,47.57,
"China, Humen",Q4 2024,40.51,
"China, Humen",Q1 2025,40.51,
"China, Jiangyin",Q3 2009,9.65,
"China, Jiangyin",Q4 2009,18.37,
"China, Jiangyin",Q1 2010,18.65,
"China, Jiangyin",Q2 2010,18.66,
"China, Jiangyin",Q3 2010,18.66,
"China, Jiangyin",Q4 2010,18.66,
"China, Jiangyin",Q1 2011,18.66,
"China, Jiangyin",Q2 2011,18.66,
"China, Jiangyin",Q3 2011,18.66,
"China, Jiangyin",Q4 2011,18.66,
"China, Jiangyin",Q1 2012,18.66,
"China, Jiangyin",Q2 2012,9.11,
"China, Jiangyin",Q3 2012,9.11,
"China, Jiangyin",Q4 2012,9.11,
"China, Jiangyin",Q1 2013,9.11,
"China, Jiangyin",Q2 2013,9.11,
"China, Jiangyin",Q3 2013,9.11,
"China, Jiangyin",Q4 2013,9.11,
"China, Jiangyin",Q1 2014,22.3,
"China, Jiangyin",Q2 2014,14.51,
"China, Jiangyin",Q2 2015,10.87,
"China, Jiangyin",Q3 2015,42.45,
"China, Jiangyin",Q4 2015,42.45,
"China, Jiangyin",Q1 2016,42.46,
"China, Jiangyin",Q2 2016,53.48,
"China, Jiangyin",Q3 2016,20.04,
"China, Jiangyin",Q4 2016,20.04,
"China, Jiangyin",Q1 2017,21.5,
"China, Jiangyin",Q2 2017,21.5,
"China, Jiangyin",Q3 2017,20.87,
"China, Jiangyin",Q4 2017,20.87,
"China, Jiangyin",Q1 2018,20.87,
"China, Jiangyin",Q2 2018,31.64,
"China, Jiangyin",Q3 2018,51.67,
"China, Jiangyin",Q4 2018,51.67,
"China, Jiangyin",Q1 2019,51.76,
"China, Jiangyin",Q2 2019,61.21,
"China, Jiangyin",Q3 2019,69.96,
"China, Jiangyin",Q4 2019,69.8,
"China, Jiangyin",Q1 2020,69,
"China, Jiangyin",Q2 2020,69,
"China, Jiangyin",Q3 2020,69.65,
"China, Jiangyin",Q4 2020,69.7,
"China, Jiangyin",Q1 2021,69.51,
"China, Jiangyin",Q2 2021,69.39,
"China, Jiangyin",Q3 2021,51.58,
"China, Jiangyin",Q4 2021,52.43,
"China, Jiangyin",Q1 2022,52.43,
"China, Jiangyin",Q2 2022,51.88,
"China, Jiangyin",Q3 2022,51.88,
"China, Jiangyin",Q4 2022,42.64,
"China, Jiangyin",Q1 2023,42.74,
"China, Jiangyin",Q2 2023,24.06,
"China, Jiangyin",Q3 2023,24.64,
"China, Jiangyin",Q4 2023,24.64,
"China, Jiangyin",Q1 2024,24.64,
"China, Jiangyin",Q2 2024,24.68,
"China, Jiangyin",Q3 2024,24.68,
"China, Jiangyin",Q4 2024,24.68,
"China, Jiangyin",Q1 2025,24.68,
"China, Jiaxing",Q2 2008,11.53,
"China, Jiaxing",Q3 2008,11.53,
"China, Jiaxing",Q4 2008,11.53,
"China, Jiaxing",Q1 2009,11.53,
"China, Jiaxing",Q2 2009,11.53,
"China, Jiaxing",Q3 2009,11.53,
"China, Jiaxing",Q4 2009,11.53,
"China, Jiaxing",Q1 2010,11.53,
"China, Jiaxing",Q2 2010,11.53,
"China, Jiaxing",Q3 2010,11.53,
"China, Jiaxing",Q4 2010,11.53,
"China, Jiaxing",Q1 2011,11.53,
"China, Jiaxing",Q2 2011,11.53,
"China, Jiaxing",Q3 2011,11.53,
"China, Jiaxing",Q4 2011,11.53,
"China, Jiaxing",Q1 2012,11.53,
"China, Jiaxing",Q2 2012,11.53,
"China, Jiaxing",Q3 2012,11.53,
"China, Jiaxing",Q4 2012,11.53,
"China, Jiaxing",Q1 2013,11.53,
"China, Jiaxing",Q2 2013,11.53,
"China, Jiaxing",Q3 2013,11.53,
"China, Jiaxing",Q4 2013,11.53,
"China, Jiaxing",Q1 2014,11.53,
"China, Jiaxing",Q2 2014,11.53,
"China, Jiaxing",Q3 2014,11.53,
"China, Jiaxing",Q4 2014,11.53,
"China, Jiaxing",Q1 2015,11.53,
"China, Jiaxing",Q4 2022,19.56,
"China, Jiaxing",Q1 2023,19.56,
"China, Jiaxing",Q2 2023,19.56,
"China, Jiaxing",Q3 2023,19.56,
"China, Jiaxing",Q4 2023,19.56,
"China, Jiaxing",Q1 2024,22.77,
"China, Jiaxing",Q2 2024,22.75,
"China, Jiaxing",Q3 2024,20.23,
"China, Jiaxing",Q4 2024,20.22,
"China, Jiaxing",Q1 2025,24.28,
"China, Jingtang",Q1 2020,15.99,
"China, Jingtang",Q2 2020,15.99,
"China, Jingtang",Q3 2020,12.37,
"China, Jingtang",Q4 2020,12.37,
"China, Jingtang",Q1 2021,12.37,
"China, Jingtang",Q2 2021,12.37,
"China, Jingtang",Q3 2021,12.37,
"China, Jingtang",Q4 2021,12.37,
"China, Jingtang",Q1 2022,12.37,
"China, Jingtang",Q2 2022,12.37,
"China, Jingtang",Q3 2022,12.37,
"China, Jingtang",Q4 2022,12.37,
"China, Jingtang",Q1 2023,12.37,
"China, Jingtang",Q2 2023,8.99,
"China, Jingtang",Q3 2023,27.43,
"China, Jingtang",Q4 2023,34,
"China, Jingtang",Q1 2024,34,
"China, Jingtang",Q2 2024,34.19,
"China, Jingtang",Q3 2024,34.19,
"China, Jingtang",Q4 2024,34.19,
"China, Jingtang",Q1 2025,34.19,
"China, Jinzhou",Q1 2006,16.89,
"China, Jinzhou",Q2 2006,16.89,
"China, Jinzhou",Q3 2006,16.89,
"China, Jinzhou",Q4 2006,31.41,
"China, Jinzhou",Q1 2007,31.41,
"China, Jinzhou",Q2 2007,27.34,
"China, Jinzhou",Q3 2007,27.34,
"China, Jinzhou",Q4 2007,16.96,
"China, Jinzhou",Q1 2009,21.56,
"China, Jinzhou",Q2 2009,20.02,
"China, Jinzhou",Q3 2009,33.43,
"China, Jinzhou",Q4 2009,20.72,
"China, Jinzhou",Q1 2010,18.23,
"China, Jinzhou",Q2 2010,18.23,
"China, Jinzhou",Q3 2010,24.22,
"China, Jinzhou",Q4 2010,38.93,
"China, Jinzhou",Q1 2011,41.3,
"China, Jinzhou",Q2 2011,31.35,
"China, Jinzhou",Q3 2011,31.4,
"China, Jinzhou",Q1 2012,26.38,
"China, Jinzhou",Q2 2012,26.38,
"China, Jinzhou",Q3 2012,37.4,
"China, Jinzhou",Q4 2012,32.98,
"China, Jinzhou",Q1 2013,33.1,
"China, Jinzhou",Q2 2013,33.1,
"China, Jinzhou",Q3 2013,41.08,
"China, Jinzhou",Q4 2013,48.28,
"China, Jinzhou",Q1 2014,49.54,
"China, Jinzhou",Q2 2014,50.21,
"China, Jinzhou",Q3 2014,50.21,
"China, Jinzhou",Q4 2014,50.21,
"China, Jinzhou",Q1 2015,40.27,
"China, Jinzhou",Q2 2015,40.27,
"China, Jinzhou",Q3 2015,40.59,
"China, Jinzhou",Q4 2015,54.29,
"China, Jinzhou",Q1 2016,54.25,
"China, Jinzhou",Q2 2016,46.19,
"China, Jinzhou",Q3 2016,43.59,
"China, Jinzhou",Q4 2016,42.88,
"China, Jinzhou",Q1 2017,51.16,
"China, Jinzhou",Q2 2017,51.16,
"China, Jinzhou",Q3 2017,48.6,
"China, Jinzhou",Q4 2017,48.6,
"China, Jinzhou",Q1 2018,48.6,
"China, Jinzhou",Q2 2018,51.25,
"China, Jinzhou",Q3 2018,52.55,
"China, Jinzhou",Q4 2018,52.55,
"China, Jinzhou",Q1 2019,59.18,
"China, Jinzhou",Q2 2019,59.18,
"China, Jinzhou",Q3 2019,59.52,
"China, Jinzhou",Q4 2019,52.5,
"China, Jinzhou",Q1 2020,55.27,
"China, Jinzhou",Q2 2020,55.27,
"China, Jinzhou",Q3 2020,64.85,
"China, Jinzhou",Q4 2020,55.82,
"China, Jinzhou",Q1 2021,55.82,
"China, Jinzhou",Q2 2021,55.82,
"China, Jinzhou",Q3 2021,46.29,
"China, Jinzhou",Q4 2021,46.48,
"China, Jinzhou",Q1 2022,42.38,
"China, Jinzhou",Q2 2022,42.38,
"China, Jinzhou",Q3 2022,40.81,
"China, Jinzhou",Q4 2022,40.81,
"China, Jinzhou",Q1 2023,40.81,
"China, Jinzhou",Q2 2023,40.81,
"China, Jinzhou",Q3 2023,40.81,
"China, Jinzhou",Q4 2023,40.58,
"China, Jinzhou",Q1 2024,40.58,
"China, Jinzhou",Q2 2024,40.6,
"China, Jinzhou",Q3 2024,40.6,
"China, Jinzhou",Q4 2024,40.83,
"China, Jinzhou",Q1 2025,40.83,
"China, Jiujiang",Q1 2021,11.64,
"China, Jiujiang",Q2 2021,11.64,
"China, Jiujiang",Q3 2021,11.64,
"China, Jiujiang",Q4 2021,11.64,
"China, Jiujiang",Q1 2022,11.64,
"China, Jiujiang",Q2 2022,10.56,
"China, Jiujiang",Q3 2022,10.56,
"China, Jiujiang",Q4 2022,10.56,
"China, Jiujiang",Q1 2023,10.56,
"China, Jiujiang",Q2 2023,10.56,
"China, Jiujiang",Q3 2023,10.56,
"China, Jiujiang",Q4 2023,10.56,
"China, Jiujiang",Q1 2024,10.56,
"China, Jiujiang",Q2 2024,10.56,
"China, Jiujiang",Q3 2024,10.56,
"China, Jiujiang",Q4 2024,10.56,
"China, Jiujiang",Q1 2025,10.56,
"China, Jiuzhou",Q4 2012,20.59,
"China, Jiuzhou",Q1 2013,20.59,
"China, Jiuzhou",Q2 2013,20.59,
"China, Jiuzhou",Q3 2013,20.59,
"China, Jiuzhou",Q4 2013,20.59,
"China, Lianyungang",Q1 2006,127.74,
"China, Lianyungang",Q2 2006,160.43,
"China, Lianyungang",Q3 2006,167.04,
"China, Lianyungang",Q4 2006,149.5,
"China, Lianyungang",Q1 2007,155.66,
"China, Lianyungang",Q2 2007,151.82,
"China, Lianyungang",Q3 2007,111.03,
"China, Lianyungang",Q4 2007,135.04,
"China, Lianyungang",Q1 2008,140.5,
"China, Lianyungang",Q2 2008,139.87,
"China, Lianyungang",Q3 2008,152.52,
"China, Lianyungang",Q4 2008,149.12,
"China, Lianyungang",Q1 2009,153.09,
"China, Lianyungang",Q2 2009,176.66,
"China, Lianyungang",Q3 2009,203.66,
"China, Lianyungang",Q4 2009,201.96,
"China, Lianyungang",Q1 2010,207.5,
"China, Lianyungang",Q2 2010,213.02,
"China, Lianyungang",Q3 2010,232.54,
"China, Lianyungang",Q4 2010,224.2,
"China, Lianyungang",Q1 2011,228.81,
"China, Lianyungang",Q2 2011,213.41,
"China, Lianyungang",Q3 2011,195.73,
"China, Lianyungang",Q4 2011,199.67,
"China, Lianyungang",Q1 2012,193.31,
"China, Lianyungang",Q2 2012,209.1,
"China, Lianyungang",Q3 2012,210.02,
"China, Lianyungang",Q4 2012,216.95,
"China, Lianyungang",Q1 2013,211.86,
"China, Lianyungang",Q2 2013,221.25,
"China, Lianyungang",Q3 2013,221.41,
"China, Lianyungang",Q4 2013,209.5,
"China, Lianyungang",Q1 2014,207.77,
"China, Lianyungang",Q2 2014,203.06,
"China, Lianyungang",Q3 2014,215.97,
"China, Lianyungang",Q4 2014,214.85,
"China, Lianyungang",Q1 2015,212.36,
"China, Lianyungang",Q2 2015,227.66,
"China, Lianyungang",Q3 2015,224.7,
"China, Lianyungang",Q4 2015,239.78,
"China, Lianyungang",Q1 2016,244.4,
"China, Lianyungang",Q2 2016,249.75,
"China, Lianyungang",Q3 2016,226.33,
"China, Lianyungang",Q4 2016,229.16,
"China, Lianyungang",Q1 2017,223.68,
"China, Lianyungang",Q2 2017,248.54,
"China, Lianyungang",Q3 2017,254.41,
"China, Lianyungang",Q4 2017,249.62,
"China, Lianyungang",Q1 2018,255.57,
"China, Lianyungang",Q2 2018,244.24,
"China, Lianyungang",Q3 2018,245.48,
"China, Lianyungang",Q4 2018,250.32,
"China, Lianyungang",Q1 2019,261.79,
"China, Lianyungang",Q2 2019,256.95,
"China, Lianyungang",Q3 2019,276.91,
"China, Lianyungang",Q4 2019,291.67,
"China, Lianyungang",Q1 2020,298.24,
"China, Lianyungang",Q2 2020,299.06,
"China, Lianyungang",Q3 2020,293.96,
"China, Lianyungang",Q4 2020,267.65,
"China, Lianyungang",Q1 2021,266.94,
"China, Lianyungang",Q2 2021,270.54,
"China, Lianyungang",Q3 2021,261.42,
"China, Lianyungang",Q4 2021,252.35,
"China, Lianyungang",Q1 2022,236.27,
"China, Lianyungang",Q2 2022,205.83,
"China, Lianyungang",Q3 2022,227.69,
"China, Lianyungang",Q4 2022,237.1,
"China, Lianyungang",Q1 2023,199.41,
"China, Lianyungang",Q2 2023,215.93,
"China, Lianyungang",Q3 2023,208.94,
"China, Lianyungang",Q4 2023,216.42,
"China, Lianyungang",Q1 2024,222.25,
"China, Lianyungang",Q2 2024,210.75,
"China, Lianyungang",Q3 2024,201.61,
"China, Lianyungang",Q4 2024,202.28,
"China, Lianyungang",Q1 2025,202.69,
"China, Longkou",Q1 2006,17.48,
"China, Longkou",Q2 2006,17.48,
"China, Longkou",Q3 2006,27.19,
"China, Longkou",Q4 2006,24.17,
"China, Longkou",Q1 2007,24.17,
"China, Longkou",Q2 2007,24.16,
"China, Longkou",Q3 2007,24.16,
"China, Longkou",Q4 2007,25.97,
"China, Longkou",Q1 2008,22.72,
"China, Longkou",Q2 2008,22.77,
"China, Longkou",Q3 2008,22.79,
"China, Longkou",Q4 2008,22.39,
"China, Longkou",Q1 2009,22.39,
"China, Longkou",Q2 2009,22.37,
"China, Longkou",Q3 2009,22.37,
"China, Longkou",Q4 2009,22.46,
"China, Longkou",Q1 2010,15.07,
"China, Longkou",Q2 2010,15.07,
"China, Longkou",Q3 2010,15.07,
"China, Longkou",Q4 2010,22.68,
"China, Longkou",Q1 2011,22.68,
"China, Longkou",Q2 2011,27.48,
"China, Longkou",Q3 2011,27.49,
"China, Longkou",Q4 2011,27.5,
"China, Longkou",Q1 2012,27.5,
"China, Longkou",Q2 2012,38.62,
"China, Longkou",Q3 2012,38.61,
"China, Longkou",Q4 2012,45.17,
"China, Longkou",Q1 2013,41.36,
"China, Longkou",Q2 2013,33.03,
"China, Longkou",Q3 2013,33.02,
"China, Longkou",Q4 2013,33.02,
"China, Longkou",Q1 2014,33.02,
"China, Longkou",Q2 2014,34.31,
"China, Longkou",Q3 2014,34.31,
"China, Longkou",Q4 2014,36.21,
"China, Longkou",Q1 2015,35.56,
"China, Longkou",Q2 2015,27.81,
"China, Longkou",Q3 2015,27.81,
"China, Longkou",Q4 2015,27.81,
"China, Longkou",Q1 2016,14.61,
"China, Mawan",Q1 2006,19.68,
"China, Mawan",Q2 2006,19.68,
"China, Mawan",Q3 2006,19.68,
"China, Mawan",Q4 2006,19.68,
"China, Mawan",Q1 2007,19.68,
"China, Mawan",Q2 2007,19.68,
"China, Mawan",Q3 2007,19.68,
"China, Mawan",Q4 2007,19.68,
"China, Mawan",Q1 2008,19.68,
"China, Mawan",Q4 2021,11.32,
"China, Mawan",Q1 2022,11.32,
"China, Mawan",Q2 2022,11.32,
"China, Nanjing",Q1 2006,38.69,
"China, Nanjing",Q2 2006,32.18,
"China, Nanjing",Q3 2006,32.17,
"China, Nanjing",Q4 2006,32.14,
"China, Nanjing",Q1 2007,32.14,
"China, Nanjing",Q2 2007,32.12,
"China, Nanjing",Q3 2007,20.57,
"China, Nanjing",Q4 2007,20.57,
"China, Nanjing",Q1 2008,27.71,
"China, Nanjing",Q2 2008,27.71,
"China, Nanjing",Q3 2008,27.71,
"China, Nanjing",Q4 2008,27.79,
"China, Nanjing",Q1 2009,28.48,
"China, Nanjing",Q2 2009,28.62,
"China, Nanjing",Q3 2009,28.62,
"China, Nanjing",Q4 2009,28.62,
"China, Nanjing",Q1 2010,28.62,
"China, Nanjing",Q2 2010,28.62,
"China, Nanjing",Q3 2010,28.62,
"China, Nanjing",Q4 2010,28.62,
"China, Nanjing",Q1 2011,35.13,
"China, Nanjing",Q2 2011,35.13,
"China, Nanjing",Q3 2011,35.13,
"China, Nanjing",Q4 2011,35.13,
"China, Nanjing",Q1 2012,35.13,
"China, Nanjing",Q2 2012,41.01,
"China, Nanjing",Q3 2012,41.01,
"China, Nanjing",Q4 2012,41.01,
"China, Nanjing",Q1 2013,41.06,
"China, Nanjing",Q2 2013,41.06,
"China, Nanjing",Q3 2013,41.06,
"China, Nanjing",Q4 2013,41.06,
"China, Nanjing",Q1 2014,41.06,
"China, Nanjing",Q2 2014,41.06,
"China, Nanjing",Q3 2014,41.06,
"China, Nanjing",Q4 2014,39.39,
"China, Nanjing",Q1 2015,39.39,
"China, Nanjing",Q2 2015,39.39,
"China, Nanjing",Q3 2015,39.39,
"China, Nanjing",Q4 2015,39.39,
"China, Nanjing",Q1 2016,39.39,
"China, Nanjing",Q2 2016,39.39,
"China, Nanjing",Q3 2016,39.39,
"China, Nanjing",Q4 2016,39.39,
"China, Nanjing",Q1 2017,39.39,
"China, Nanjing",Q2 2017,39.39,
"China, Nanjing",Q3 2017,39.39,
"China, Nanjing",Q4 2017,43.45,
"China, Nanjing",Q1 2018,43.45,
"China, Nanjing",Q2 2018,43.45,
"China, Nanjing",Q3 2018,43.45,
"China, Nanjing",Q4 2018,43.45,
"China, Nanjing",Q1 2019,43.45,
"China, Nanjing",Q2 2019,43.45,
"China, Nanjing",Q3 2019,43.45,
"China, Nanjing",Q4 2019,43.45,
"China, Nanjing",Q1 2020,43.45,
"China, Nanjing",Q2 2020,43.45,
"China, Nanjing",Q3 2020,43.45,
"China, Nanjing",Q4 2020,43.45,
"China, Nanjing",Q1 2021,43.45,
"China, Nanjing",Q2 2021,38.37,
"China, Nanjing",Q3 2021,38.37,
"China, Nanjing",Q4 2021,59.53,
"China, Nanjing",Q1 2022,59.53,
"China, Nanjing",Q2 2022,59.54,
"China, Nanjing",Q3 2022,64.41,
"China, Nanjing",Q4 2022,67.28,
"China, Nanjing",Q1 2023,67.31,
"China, Nanjing",Q2 2023,77.83,
"China, Nanjing",Q3 2023,72.15,
"China, Nanjing",Q4 2023,67.41,
"China, Nanjing",Q1 2024,67.41,
"China, Nanjing",Q2 2024,74.99,
"China, Nanjing",Q3 2024,75.05,
"China, Nanjing",Q4 2024,75.05,
"China, Nanjing",Q1 2025,75.05,
"China, Nansha",Q1 2006,105.06,
"China, Nansha",Q2 2006,133.76,
"China, Nansha",Q3 2006,138.48,
"China, Nansha",Q4 2006,128.8,
"China, Nansha",Q1 2007,129.37,
"China, Nansha",Q2 2007,145.66,
"China, Nansha",Q3 2007,178.29,
"China, Nansha",Q4 2007,205.02,
"China, Nansha",Q1 2008,213.66,
"China, Nansha",Q2 2008,227.44,
"China, Nansha",Q3 2008,243.49,
"China, Nansha",Q4 2008,245.05,
"China, Nansha",Q1 2009,219.77,
"China, Nansha",Q2 2009,220.9,
"China, Nansha",Q3 2009,212.42,
"China, Nansha",Q4 2009,223.7,
"China, Nansha",Q1 2010,219.95,
"China, Nansha",Q2 2010,234.08,
"China, Nansha",Q3 2010,264.12,
"China, Nansha",Q4 2010,292.74,
"China, Nansha",Q1 2011,301.29,
"China, Nansha",Q2 2011,326.17,
"China, Nansha",Q3 2011,365.95,
"China, Nansha",Q4 2011,370.51,
"China, Nansha",Q1 2012,386.75,
"China, Nansha",Q2 2012,395.55,
"China, Nansha",Q3 2012,374.58,
"China, Nansha",Q4 2012,386.27,
"China, Nansha",Q1 2013,364.14,
"China, Nansha",Q2 2013,369.94,
"China, Nansha",Q3 2013,397.15,
"China, Nansha",Q4 2013,396.35,
"China, Nansha",Q1 2014,377.51,
"China, Nansha",Q2 2014,381.6,
"China, Nansha",Q3 2014,375.99,
"China, Nansha",Q4 2014,383.28,
"China, Nansha",Q1 2015,389.39,
"China, Nansha",Q2 2015,413.84,
"China, Nansha",Q3 2015,444.46,
"China, Nansha",Q4 2015,459.32,
"China, Nansha",Q1 2016,468.29,
"China, Nansha",Q2 2016,480.19,
"China, Nansha",Q3 2016,472.5,
"China, Nansha",Q4 2016,468.01,
"China, Nansha",Q1 2017,507.5,
"China, Nansha",Q2 2017,492.27,
"China, Nansha",Q3 2017,528.19,
"China, Nansha",Q4 2017,545.51,
"China, Nansha",Q1 2018,564.4,
"China, Nansha",Q2 2018,592.61,
"China, Nansha",Q3 2018,608.6,
"China, Nansha",Q4 2018,605,
"China, Nansha",Q1 2019,592.09,
"China, Nansha",Q2 2019,616.65,
"China, Nansha",Q3 2019,625.23,
"China, Nansha",Q4 2019,642.19,
"China, Nansha",Q1 2020,633.09,
"China, Nansha",Q2 2020,656.66,
"China, Nansha",Q3 2020,676.57,
"China, Nansha",Q4 2020,674.86,
"China, Nansha",Q1 2021,681.84,
"China, Nansha",Q2 2021,752.81,
"China, Nansha",Q3 2021,752.01,
"China, Nansha",Q4 2021,753.5,
"China, Nansha",Q1 2022,763.27,
"China, Nansha",Q2 2022,799.61,
"China, Nansha",Q3 2022,812.35,
"China, Nansha",Q4 2022,823.91,
"China, Nansha",Q1 2023,837.71,
"China, Nansha",Q2 2023,850.17,
"China, Nansha",Q3 2023,900.53,
"China, Nansha",Q4 2023,937.94,
"China, Nansha",Q1 2024,935.65,
"China, Nansha",Q2 2024,942.6,
"China, Nansha",Q3 2024,934.73,
"China, Nansha",Q4 2024,977.76,
"China, Nansha",Q1 2025,1021.97,
"China, Nantong",Q1 2006,20.57,
"China, Nantong",Q2 2006,20.57,
"China, Nantong",Q3 2006,20.57,
"China, Nantong",Q4 2006,20.57,
"China, Nantong",Q1 2007,20.57,
"China, Nantong",Q2 2007,20.57,
"China, Nantong",Q3 2007,20.57,
"China, Nantong",Q4 2007,20.57,
"China, Nantong",Q1 2008,20.57,
"China, Nantong",Q2 2008,20.57,
"China, Nantong",Q3 2008,20.57,
"China, Nantong",Q4 2008,20.57,
"China, Nantong",Q1 2009,20.57,
"China, Nantong",Q2 2009,20.57,
"China, Nantong",Q3 2009,20.57,
"China, Nantong",Q4 2009,20.57,
"China, Nantong",Q1 2010,20.57,
"China, Nantong",Q2 2010,20.57,
"China, Nantong",Q3 2010,20.57,
"China, Nantong",Q4 2010,20.57,
"China, Nantong",Q1 2011,20.57,
"China, Nantong",Q2 2011,20.57,
"China, Nantong",Q3 2011,20.57,
"China, Nantong",Q4 2011,20.57,
"China, Nantong",Q1 2012,20.57,
"China, Nantong",Q2 2012,20.57,
"China, Nantong",Q3 2012,20.57,
"China, Nantong",Q4 2012,20.57,
"China, Nantong",Q1 2013,20.57,
"China, Nantong",Q2 2013,20.57,
"China, Nantong",Q3 2013,20.57,
"China, Nantong",Q4 2013,20.57,
"China, Nantong",Q1 2014,20.57,
"China, Nantong",Q2 2014,20.57,
"China, Nantong",Q3 2014,20.57,
"China, Nantong",Q4 2014,19.68,
"China, Nantong",Q1 2015,19.68,
"China, Nantong",Q2 2015,19.68,
"China, Nantong",Q3 2015,19.68,
"China, Nantong",Q4 2015,19.68,
"China, Nantong",Q1 2016,19.68,
"China, Nantong",Q2 2016,19.68,
"China, Nantong",Q3 2016,19.68,
"China, Nantong",Q4 2016,19.68,
"China, Nantong",Q1 2017,19.68,
"China, Nantong",Q2 2017,19.68,
"China, Nantong",Q3 2017,19.68,
"China, Nantong",Q4 2017,24.27,
"China, Nantong",Q1 2018,24.27,
"China, Nantong",Q2 2018,24.27,
"China, Nantong",Q3 2018,24.27,
"China, Nantong",Q4 2018,24.27,
"China, Nantong",Q1 2019,24.27,
"China, Nantong",Q2 2019,24.27,
"China, Nantong",Q3 2019,44.09,
"China, Nantong",Q4 2019,44.09,
"China, Nantong",Q1 2020,44.09,
"China, Nantong",Q2 2020,44.09,
"China, Nantong",Q3 2020,45.08,
"China, Nantong",Q4 2020,42.47,
"China, Nantong",Q1 2021,43.09,
"China, Nantong",Q2 2021,43.2,
"China, Nantong",Q3 2021,43.2,
"China, Nantong",Q4 2021,47.35,
"China, Nantong",Q1 2022,40.83,
"China, Nantong",Q2 2022,40.84,
"China, Nantong",Q3 2022,29.22,
"China, Nantong",Q4 2022,29.22,
"China, Nantong",Q1 2023,29.22,
"China, Nantong",Q2 2023,29.22,
"China, Nantong",Q3 2023,34.55,
"China, Nantong",Q4 2023,34.55,
"China, Nantong",Q1 2024,34.55,
"China, Nantong",Q2 2024,34.62,
"China, Nantong",Q3 2024,34.62,
"China, Nantong",Q4 2024,34.62,
"China, Nantong",Q1 2025,52.5,
"China, Ningbo",Q1 2006,719.17,
"China, Ningbo",Q2 2006,759.54,
"China, Ningbo",Q3 2006,785.56,
"China, Ningbo",Q4 2006,789.11,
"China, Ningbo",Q1 2007,803.94,
"China, Ningbo",Q2 2007,882.49,
"China, Ningbo",Q3 2007,913.39,
"China, Ningbo",Q4 2007,936.38,
"China, Ningbo",Q1 2008,947.2,
"China, Ningbo",Q2 2008,976.02,
"China, Ningbo",Q3 2008,1021.2,
"China, Ningbo",Q4 2008,1008.18,
"China, Ningbo",Q1 2009,972.65,
"China, Ningbo",Q2 2009,1017.05,
"China, Ningbo",Q3 2009,981.69,
"China, Ningbo",Q4 2009,990.78,
"China, Ningbo",Q1 2010,967.39,
"China, Ningbo",Q2 2010,1022.06,
"China, Ningbo",Q3 2010,1112.4,
"China, Ningbo",Q4 2010,1130.23,
"China, Ningbo",Q1 2011,1143.02,
"China, Ningbo",Q2 2011,1242.4,
"China, Ningbo",Q3 2011,1228.94,
"China, Ningbo",Q4 2011,1232.86,
"China, Ningbo",Q1 2012,1184.11,
"China, Ningbo",Q2 2012,1211.51,
"China, Ningbo",Q3 2012,1250.38,
"China, Ningbo",Q4 2012,1239.72,
"China, Ningbo",Q1 2013,1225.12,
"China, Ningbo",Q2 2013,1283.71,
"China, Ningbo",Q3 2013,1302.54,
