port_label,quarter_label,index_label,MissingValue
"Japan, Kobe",Q3 2023,558.42,
"Japan, Kobe",Q4 2023,567.15,
"Japan, Kobe",Q1 2024,577.76,
"Japan, Kobe",Q2 2024,571.71,
"Japan, Kobe",Q3 2024,559.77,
"Japan, Kobe",Q4 2024,561.61,
"Japan, Kobe",Q1 2025,550.47,
"Japan, Kochi",Q1 2006,11.54,
"Japan, Kochi",Q2 2006,11.54,
"Japan, Kochi",Q3 2006,11.54,
"Japan, Kochi",Q4 2006,9.55,
"Japan, Kochi",Q1 2007,9.55,
"Japan, Kochi",Q2 2007,9.55,
"Japan, Kochi",Q3 2007,9.55,
"Japan, Kochi",Q4 2007,9.55,
"Japan, Kochi",Q1 2008,9.55,
"Japan, Kochi",Q4 2009,10.09,
"Japan, Kochi",Q1 2010,17.76,
"Japan, Kochi",Q2 2010,18.39,
"Japan, Kochi",Q3 2010,19.22,
"Japan, Kochi",Q4 2010,18.51,
"Japan, Kochi",Q1 2011,18.51,
"Japan, Kochi",Q2 2011,18.51,
"Japan, Kochi",Q3 2011,18.51,
"Japan, Kochi",Q4 2011,18.49,
"Japan, Kochi",Q1 2012,18.49,
"Japan, Kochi",Q2 2012,18.5,
"Japan, Kochi",Q3 2012,18.5,
"Japan, Kochi",Q4 2012,18.5,
"Japan, Kochi",Q1 2013,18.5,
"Japan, Kochi",Q2 2013,18.5,
"Japan, Kochi",Q4 2014,8.26,
"Japan, Kochi",Q1 2015,8.26,
"Japan, Kochi",Q2 2015,8.26,
"Japan, Kochi",Q3 2015,8.26,
"Japan, Kochi",Q4 2015,8.26,
"Japan, Kochi",Q1 2016,8.26,
"Japan, Kochi",Q1 2019,14.2,
"Japan, Kochi",Q2 2019,14.2,
"Japan, Kochi",Q3 2019,14.84,
"Japan, Kochi",Q4 2019,14.84,
"Japan, Kochi",Q1 2020,14.84,
"Japan, Kochi",Q2 2020,14.84,
"Japan, Kochi",Q3 2020,14.84,
"Japan, Kochi",Q4 2020,14.84,
"Japan, Kochi",Q1 2021,14.84,
"Japan, Kochi",Q2 2021,23.42,
"Japan, Kochi",Q3 2021,23.42,
"Japan, Kochi",Q4 2021,22.24,
"Japan, Kochi",Q1 2022,22.24,
"Japan, Kochi",Q2 2022,22.24,
"Japan, Kochi",Q3 2022,22.24,
"Japan, Kochi",Q4 2022,22.24,
"Japan, Kochi",Q1 2023,22.24,
"Japan, Kochi",Q2 2023,22.24,
"Japan, Kochi",Q3 2023,29.01,
"Japan, Kochi",Q4 2023,29.01,
"Japan, Kochi",Q1 2024,29.01,
"Japan, Kochi",Q2 2024,29.76,
"Japan, Kochi",Q3 2024,22.23,
"Japan, Kochi",Q4 2024,22.23,
"Japan, Kochi",Q1 2025,22.23,
"Japan, Kokura",Q1 2006,20.87,
"Japan, Kokura",Q2 2006,20.87,
"Japan, Kokura",Q3 2006,21.47,
"Japan, Kumamoto",Q1 2006,10.77,
"Japan, Kumamoto",Q2 2006,10.77,
"Japan, Kumamoto",Q3 2006,10.77,
"Japan, Kumamoto",Q4 2006,10.77,
"Japan, Kumamoto",Q1 2007,13.46,
"Japan, Kumamoto",Q2 2007,13.46,
"Japan, Kumamoto",Q3 2007,13.46,
"Japan, Kumamoto",Q4 2007,13.46,
"Japan, Kumamoto",Q1 2008,13.46,
"Japan, Kumamoto",Q2 2008,13.46,
"Japan, Kumamoto",Q3 2008,13.46,
"Japan, Kumamoto",Q4 2008,14.1,
"Japan, Kumamoto",Q1 2009,14.1,
"Japan, Kumamoto",Q2 2009,14.1,
"Japan, Kumamoto",Q3 2009,14.1,
"Japan, Kumamoto",Q4 2009,14.1,
"Japan, Kumamoto",Q1 2010,14.1,
"Japan, Kumamoto",Q2 2010,14.1,
"Japan, Kumamoto",Q3 2010,14.1,
"Japan, Kumamoto",Q4 2010,10.28,
"Japan, Kumamoto",Q1 2011,10.28,
"Japan, Kumamoto",Q2 2011,10.28,
"Japan, Kumamoto",Q3 2011,10.28,
"Japan, Kumamoto",Q4 2011,10.28,
"Japan, Kumamoto",Q1 2012,10.28,
"Japan, Kumamoto",Q2 2012,10.28,
"Japan, Kumamoto",Q3 2012,10.28,
"Japan, Kumamoto",Q4 2012,10.28,
"Japan, Kumamoto",Q1 2013,10.28,
"Japan, Kumamoto",Q2 2013,10.28,
"Japan, Kumamoto",Q3 2013,10.28,
"Japan, Kumamoto",Q4 2013,10.28,
"Japan, Kumamoto",Q1 2014,10.28,
"Japan, Kumamoto",Q2 2014,10.28,
"Japan, Kumamoto",Q3 2014,10.28,
"Japan, Kumamoto",Q4 2014,10.28,
"Japan, Kumamoto",Q1 2015,10.28,
"Japan, Kumamoto",Q2 2015,10.28,
"Japan, Kumamoto",Q3 2015,10.28,
"Japan, Kumamoto",Q4 2015,10.28,
"Japan, Kumamoto",Q1 2016,10.28,
"Japan, Kumamoto",Q2 2016,10.28,
"Japan, Kumamoto",Q3 2016,10.28,
"Japan, Kumamoto",Q4 2016,16.74,
"Japan, Kumamoto",Q1 2017,16.74,
"Japan, Kumamoto",Q2 2017,16.74,
"Japan, Kumamoto",Q3 2017,16.74,
"Japan, Kumamoto",Q4 2017,16.74,
"Japan, Kumamoto",Q1 2018,16.74,
"Japan, Kumamoto",Q2 2018,16.74,
"Japan, Kumamoto",Q3 2018,16.74,
"Japan, Kumamoto",Q4 2018,16.74,
"Japan, Kumamoto",Q1 2019,16.74,
"Japan, Kumamoto",Q2 2019,16.74,
"Japan, Kumamoto",Q3 2019,16.74,
"Japan, Kumamoto",Q4 2019,16.74,
"Japan, Kumamoto",Q1 2020,16.74,
"Japan, Kumamoto",Q2 2020,13.46,
"Japan, Kumamoto",Q3 2020,13.46,
"Japan, Kumamoto",Q4 2020,13.46,
"Japan, Kumamoto",Q1 2021,13.46,
"Japan, Kumamoto",Q2 2021,13.46,
"Japan, Kumamoto",Q3 2021,13.46,
"Japan, Kumamoto",Q4 2021,10.92,
"Japan, Kumamoto",Q1 2022,10.92,
"Japan, Kumamoto",Q2 2022,10.92,
"Japan, Kumamoto",Q3 2022,10.92,
"Japan, Kumamoto",Q4 2022,11.55,
"Japan, Kumamoto",Q1 2023,11.55,
"Japan, Kumamoto",Q2 2023,11.55,
"Japan, Kumamoto",Q3 2023,11.55,
"Japan, Kumamoto",Q4 2023,11.55,
"Japan, Kumamoto",Q1 2024,11.55,
"Japan, Kumamoto",Q2 2024,11.55,
"Japan, Kumamoto",Q3 2024,11.55,
"Japan, Kumamoto",Q4 2024,11.55,
"Japan, Kumamoto",Q1 2025,11.55,
"Japan, Kure",Q1 2006,11.21,
"Japan, Kure",Q2 2006,11.21,
"Japan, Kure",Q3 2006,11.21,
"Japan, Kure",Q4 2006,11.21,
"Japan, Kure",Q1 2007,11.21,
"Japan, Kure",Q2 2007,11.21,
"Japan, Kure",Q3 2007,11.21,
"Japan, Kure",Q4 2007,11.21,
"Japan, Kure",Q1 2008,11.21,
"Japan, Kure",Q2 2008,11.21,
"Japan, Kure",Q3 2008,11.21,
"Japan, Kure",Q4 2008,11.21,
"Japan, Kure",Q1 2009,11.21,
"Japan, Kure",Q2 2009,11.21,
"Japan, Kure",Q3 2009,11.21,
"Japan, Kure",Q4 2009,11.21,
"Japan, Kushiro",Q1 2006,8.37,
"Japan, Kushiro",Q2 2006,8.37,
"Japan, Kushiro",Q3 2006,8.37,
"Japan, Kushiro",Q4 2006,8.37,
"Japan, Kushiro",Q1 2007,10.5,
"Japan, Kushiro",Q2 2007,10.5,
"Japan, Kushiro",Q3 2007,7.85,
"Japan, Kushiro",Q4 2007,7.85,
"Japan, Kushiro",Q1 2008,7.21,
"Japan, Kushiro",Q2 2008,8.37,
"Japan, Kushiro",Q3 2008,8.37,
"Japan, Kushiro",Q4 2008,8.37,
"Japan, Kushiro",Q1 2009,8.37,
"Japan, Kushiro",Q2 2009,8.37,
"Japan, Kushiro",Q3 2009,8.37,
"Japan, Kushiro",Q4 2009,8.37,
"Japan, Kushiro",Q1 2010,9.64,
"Japan, Kushiro",Q2 2010,9.64,
"Japan, Kushiro",Q3 2010,9.64,
"Japan, Kushiro",Q4 2010,16,
"Japan, Kushiro",Q1 2011,16,
"Japan, Kushiro",Q2 2011,24.78,
"Japan, Kushiro",Q3 2011,24.78,
"Japan, Kushiro",Q4 2011,24.78,
"Japan, Kushiro",Q1 2012,10.28,
"Japan, Kushiro",Q2 2012,10.28,
"Japan, Kushiro",Q3 2012,10.28,
"Japan, Kushiro",Q4 2012,10.28,
"Japan, Kushiro",Q1 2013,10.28,
"Japan, Kushiro",Q2 2013,10.28,
"Japan, Kushiro",Q3 2013,10.28,
"Japan, Kushiro",Q4 2013,10.28,
"Japan, Kushiro",Q1 2014,10.28,
"Japan, Kushiro",Q2 2014,10.28,
"Japan, Kushiro",Q3 2014,10.28,
"Japan, Kushiro",Q4 2014,10.28,
"Japan, Kushiro",Q1 2015,10.28,
"Japan, Kushiro",Q2 2015,10.28,
"Japan, Kushiro",Q3 2015,10.28,
"Japan, Kushiro",Q4 2015,10.28,
"Japan, Kushiro",Q1 2016,10.28,
"Japan, Kushiro",Q2 2016,27.46,
"Japan, Kushiro",Q3 2016,27.46,
"Japan, Kushiro",Q4 2016,27.46,
"Japan, Kushiro",Q1 2017,27.46,
"Japan, Kushiro",Q2 2017,27.46,
"Japan, Kushiro",Q3 2017,27.46,
"Japan, Kushiro",Q4 2017,22.23,
"Japan, Kushiro",Q1 2018,22.87,
"Japan, Kushiro",Q2 2018,25.5,
"Japan, Kushiro",Q3 2018,19.36,
"Japan, Kushiro",Q4 2018,19.36,
"Japan, Kushiro",Q1 2019,19.36,
"Japan, Kushiro",Q2 2019,19.36,
"Japan, Kushiro",Q3 2019,25.51,
"Japan, Kushiro",Q4 2019,25.51,
"Japan, Kushiro",Q1 2020,25.51,
"Japan, Kushiro",Q2 2021,18.55,
"Japan, Kushiro",Q3 2021,18.55,
"Japan, Kushiro",Q4 2023,16.83,
"Japan, Kushiro",Q1 2024,16.83,
"Japan, Kushiro",Q2 2024,16.83,
"Japan, Kushiro",Q3 2024,16.83,
"Japan, Kushiro",Q4 2024,16.83,
"Japan, Kushiro",Q1 2025,17.2,
"Japan, Maizuru",Q1 2006,18.26,
"Japan, Maizuru",Q2 2006,18.27,
"Japan, Maizuru",Q3 2006,18.27,
"Japan, Maizuru",Q4 2006,11.15,
"Japan, Maizuru",Q1 2007,19.31,
"Japan, Maizuru",Q2 2007,19.31,
"Japan, Maizuru",Q3 2007,19.31,
"Japan, Maizuru",Q4 2007,19.31,
"Japan, Maizuru",Q1 2008,27.52,
"Japan, Maizuru",Q2 2008,27.71,
"Japan, Maizuru",Q3 2008,27.69,
"Japan, Maizuru",Q4 2008,27.73,
"Japan, Maizuru",Q1 2009,20.57,
"Japan, Maizuru",Q2 2009,20.68,
"Japan, Maizuru",Q3 2009,20.06,
"Japan, Maizuru",Q4 2009,20.06,
"Japan, Maizuru",Q1 2010,20.06,
"Japan, Maizuru",Q2 2010,11.9,
"Japan, Maizuru",Q3 2010,11.9,
"Japan, Maizuru",Q4 2010,11.9,
"Japan, Maizuru",Q1 2011,11.9,
"Japan, Maizuru",Q2 2011,11.9,
"Japan, Maizuru",Q3 2011,11.9,
"Japan, Maizuru",Q4 2011,11.9,
"Japan, Maizuru",Q1 2012,11.9,
"Japan, Maizuru",Q2 2012,17.27,
"Japan, Maizuru",Q3 2012,17.27,
"Japan, Maizuru",Q4 2012,17.27,
"Japan, Maizuru",Q1 2013,17.27,
"Japan, Maizuru",Q2 2013,17.27,
"Japan, Maizuru",Q3 2013,17.63,
"Japan, Maizuru",Q4 2013,17.63,
"Japan, Maizuru",Q1 2014,17.63,
"Japan, Maizuru",Q2 2014,17.63,
"Japan, Maizuru",Q3 2014,17.63,
"Japan, Maizuru",Q4 2014,17.63,
"Japan, Maizuru",Q1 2015,17.63,
"Japan, Maizuru",Q2 2016,13.61,
"Japan, Maizuru",Q3 2016,13.61,
"Japan, Maizuru",Q4 2016,13.61,
"Japan, Maizuru",Q1 2017,13.61,
"Japan, Maizuru",Q2 2017,13.61,
"Japan, Maizuru",Q3 2017,13.61,
"Japan, Maizuru",Q4 2017,13.61,
"Japan, Maizuru",Q1 2018,13.61,
"Japan, Maizuru",Q2 2018,13.61,
"Japan, Maizuru",Q3 2018,13.61,
"Japan, Maizuru",Q4 2018,13.61,
"Japan, Maizuru",Q1 2019,13.61,
"Japan, Maizuru",Q2 2019,13.61,
"Japan, Maizuru",Q3 2019,13.61,
"Japan, Maizuru",Q4 2019,27.64,
"Japan, Maizuru",Q1 2020,27.64,
"Japan, Maizuru",Q2 2020,24.56,
"Japan, Maizuru",Q3 2020,24.56,
"Japan, Maizuru",Q4 2020,24.56,
"Japan, Maizuru",Q1 2021,24.56,
"Japan, Maizuru",Q2 2021,32.51,
"Japan, Maizuru",Q3 2021,32.51,
"Japan, Maizuru",Q4 2021,32.51,
"Japan, Maizuru",Q1 2022,21.43,
"Japan, Maizuru",Q2 2022,32.16,
"Japan, Maizuru",Q3 2022,33.42,
"Japan, Maizuru",Q4 2022,36.7,
"Japan, Maizuru",Q1 2023,36.7,
"Japan, Maizuru",Q2 2023,37.35,
"Japan, Maizuru",Q3 2023,37.35,
"Japan, Maizuru",Q4 2023,37.36,
"Japan, Maizuru",Q1 2024,37.36,
"Japan, Maizuru",Q2 2024,37.42,
"Japan, Maizuru",Q3 2024,37.42,
"Japan, Maizuru",Q4 2024,37.52,
"Japan, Maizuru",Q1 2025,37.52,
"Japan, Matsuyama",Q1 2006,78.27,
"Japan, Matsuyama",Q2 2006,77.88,
"Japan, Matsuyama",Q3 2006,77.88,
"Japan, Matsuyama",Q4 2006,54.36,
"Japan, Matsuyama",Q1 2007,64.05,
"Japan, Matsuyama",Q2 2007,52.6,
"Japan, Matsuyama",Q3 2007,51.92,
"Japan, Matsuyama",Q4 2007,51.92,
"Japan, Matsuyama",Q1 2008,67.82,
"Japan, Matsuyama",Q2 2008,67.82,
"Japan, Matsuyama",Q3 2008,67.82,
"Japan, Matsuyama",Q4 2008,62.23,
"Japan, Matsuyama",Q1 2009,58.95,
"Japan, Matsuyama",Q2 2009,65.87,
"Japan, Matsuyama",Q3 2009,58.95,
"Japan, Matsuyama",Q4 2009,65.99,
"Japan, Matsuyama",Q1 2010,57.74,
"Japan, Matsuyama",Q2 2010,61.59,
"Japan, Matsuyama",Q3 2010,62.23,
"Japan, Matsuyama",Q4 2010,60.37,
"Japan, Matsuyama",Q1 2011,67,
"Japan, Matsuyama",Q2 2011,67,
"Japan, Matsuyama",Q3 2011,67,
"Japan, Matsuyama",Q4 2011,67,
"Japan, Matsuyama",Q1 2012,67,
"Japan, Matsuyama",Q2 2012,61.12,
"Japan, Matsuyama",Q3 2012,65.19,
"Japan, Matsuyama",Q4 2012,65.19,
"Japan, Matsuyama",Q1 2013,64.57,
"Japan, Matsuyama",Q2 2013,64.57,
"Japan, Matsuyama",Q3 2013,64.57,
"Japan, Matsuyama",Q4 2013,63.96,
"Japan, Matsuyama",Q1 2014,63.95,
"Japan, Matsuyama",Q2 2014,63.95,
"Japan, Matsuyama",Q3 2014,61.11,
"Japan, Matsuyama",Q4 2014,62.35,
"Japan, Matsuyama",Q1 2015,62.35,
"Japan, Matsuyama",Q2 2015,62.78,
"Japan, Matsuyama",Q3 2015,55.66,
"Japan, Matsuyama",Q4 2015,55.66,
"Japan, Matsuyama",Q1 2016,54.04,
"Japan, Matsuyama",Q2 2016,52.13,
"Japan, Matsuyama",Q3 2016,52.13,
"Japan, Matsuyama",Q4 2016,50.86,
"Japan, Matsuyama",Q1 2017,50.86,
"Japan, Matsuyama",Q2 2017,50.86,
"Japan, Matsuyama",Q3 2017,51.49,
"Japan, Matsuyama",Q4 2017,58.16,
"Japan, Matsuyama",Q1 2018,58.16,
"Japan, Matsuyama",Q2 2018,58.11,
"Japan, Matsuyama",Q3 2018,57.47,
"Japan, Matsuyama",Q4 2018,57.47,
"Japan, Matsuyama",Q1 2019,52.24,
"Japan, Matsuyama",Q2 2019,52.24,
"Japan, Matsuyama",Q3 2019,52.24,
"Japan, Matsuyama",Q4 2019,45.56,
"Japan, Matsuyama",Q1 2020,45.56,
"Japan, Matsuyama",Q2 2020,53.94,
"Japan, Matsuyama",Q3 2020,53.94,
"Japan, Matsuyama",Q4 2020,53.94,
"Japan, Matsuyama",Q1 2021,54.22,
"Japan, Matsuyama",Q2 2021,65.06,
"Japan, Matsuyama",Q3 2021,60.51,
"Japan, Matsuyama",Q4 2021,63.02,
"Japan, Matsuyama",Q1 2022,63.02,
"Japan, Matsuyama",Q2 2022,62.33,
"Japan, Matsuyama",Q3 2022,62.33,
"Japan, Matsuyama",Q4 2022,62.33,
"Japan, Matsuyama",Q1 2023,60.06,
"Japan, Matsuyama",Q2 2023,60.06,
"Japan, Matsuyama",Q3 2023,60.06,
"Japan, Matsuyama",Q4 2023,60.06,
"Japan, Matsuyama",Q1 2024,60.7,
"Japan, Matsuyama",Q2 2024,60.96,
"Japan, Matsuyama",Q3 2024,61.03,
"Japan, Matsuyama",Q4 2024,61.03,
"Japan, Matsuyama",Q1 2025,61.03,
"Japan, Miike",Q1 2007,8.44,
"Japan, Miike",Q2 2007,8.44,
"Japan, Miike",Q3 2007,8.44,
"Japan, Miike",Q4 2007,8.44,
"Japan, Miike",Q1 2008,8.44,
"Japan, Miike",Q2 2008,8.44,
"Japan, Miike",Q3 2008,8.44,
"Japan, Miike",Q4 2008,8.44,
"Japan, Miike",Q1 2009,8.44,
"Japan, Miike",Q2 2009,8.44,
"Japan, Miike",Q3 2009,8.44,
"Japan, Miike",Q4 2009,8.44,
"Japan, Miike",Q1 2010,8.44,
"Japan, Miike",Q3 2015,9.55,
"Japan, Miike",Q4 2015,9.55,
"Japan, Miike",Q1 2016,9.55,
"Japan, Miike",Q2 2016,9.55,
"Japan, Miike",Q3 2016,9.55,
"Japan, Miike",Q4 2016,9.55,
"Japan, Miike",Q1 2017,9.55,
"Japan, Miike",Q2 2017,9.55,
"Japan, Miike",Q3 2017,9.55,
"Japan, Miike",Q4 2017,9.55,
"Japan, Miike",Q1 2018,9.55,
"Japan, Miike",Q2 2018,9.55,
"Japan, Miike",Q3 2018,9.55,
"Japan, Miike",Q4 2018,9.55,
"Japan, Miike",Q1 2019,9.55,
"Japan, Miike",Q2 2019,9.55,
"Japan, Miike",Q3 2019,9.55,
"Japan, Miike",Q4 2019,9.55,
"Japan, Miike",Q1 2020,9.55,
"Japan, Miike",Q2 2020,9.55,
"Japan, Miike",Q3 2020,9.55,
"Japan, Miike",Q4 2020,9.55,
"Japan, Miike",Q1 2021,9.55,
"Japan, Miike",Q2 2021,9.55,
"Japan, Miike",Q3 2021,9.55,
"Japan, Miike",Q4 2021,9.55,
"Japan, Miike",Q1 2022,9.55,
"Japan, Miike",Q2 2022,9.55,
"Japan, Miike",Q3 2022,9.55,
"Japan, Miike",Q4 2022,9.55,
"Japan, Miike",Q1 2023,9.55,
"Japan, Miike",Q2 2023,9.55,
"Japan, Miike",Q3 2023,9.55,
"Japan, Miike",Q4 2023,9.55,
"Japan, Miike",Q1 2024,9.55,
"Japan, Miike",Q2 2024,9.55,
"Japan, Miike",Q3 2024,9.55,
"Japan, Miike",Q4 2024,9.55,
"Japan, Miike",Q1 2025,9.55,
"Japan, Mishima, Kawanoe",Q1 2012,16.09,
"Japan, Mishima, Kawanoe",Q2 2012,16.09,
"Japan, Mishima, Kawanoe",Q3 2012,16.09,
"Japan, Mishima, Kawanoe",Q4 2012,15.45,
"Japan, Mishima, Kawanoe",Q2 2013,15.9,
"Japan, Mishima, Kawanoe",Q3 2013,15.9,
"Japan, Mishima, Kawanoe",Q4 2013,15.9,
"Japan, Mishima, Kawanoe",Q1 2014,15.9,
"Japan, Mishima, Kawanoe",Q2 2014,15.9,
"Japan, Mishima, Kawanoe",Q3 2014,15.86,
"Japan, Mishima, Kawanoe",Q4 2014,15.86,
"Japan, Mishima, Kawanoe",Q1 2015,15.86,
"Japan, Mishima, Kawanoe",Q2 2015,15.86,
"Japan, Mishima, Kawanoe",Q3 2015,15.86,
"Japan, Mishima, Kawanoe",Q4 2015,15.86,
"Japan, Mishima, Kawanoe",Q1 2016,15.86,
"Japan, Mishima, Kawanoe",Q2 2016,28.17,
"Japan, Mishima, Kawanoe",Q3 2016,28.17,
"Japan, Mishima, Kawanoe",Q4 2016,34.22,
"Japan, Mishima, Kawanoe",Q1 2017,34.22,
"Japan, Mishima, Kawanoe",Q2 2017,34.22,
"Japan, Mishima, Kawanoe",Q3 2017,34.22,
"Japan, Mishima, Kawanoe",Q4 2017,43.44,
"Japan, Mishima, Kawanoe",Q1 2018,43.44,
"Japan, Mishima, Kawanoe",Q2 2018,35.67,
"Japan, Mishima, Kawanoe",Q3 2018,35.67,
"Japan, Mishima, Kawanoe",Q4 2018,35.67,
"Japan, Mishima, Kawanoe",Q1 2019,35.67,
"Japan, Mishima, Kawanoe",Q2 2019,35.67,
"Japan, Mishima, Kawanoe",Q3 2019,35.67,
"Japan, Mishima, Kawanoe",Q4 2019,26.45,
"Japan, Mishima, Kawanoe",Q1 2020,26.45,
"Japan, Mishima, Kawanoe",Q2 2020,26.45,
"Japan, Mishima, Kawanoe",Q3 2020,26.45,
"Japan, Mishima, Kawanoe",Q4 2020,26.45,
"Japan, Mishima, Kawanoe",Q1 2021,26.45,
"Japan, Mishima, Kawanoe",Q2 2021,31.3,
"Japan, Mishima, Kawanoe",Q3 2021,31.3,
"Japan, Mishima, Kawanoe",Q4 2021,25.94,
"Japan, Mishima, Kawanoe",Q1 2022,25.94,
"Japan, Mishima, Kawanoe",Q2 2022,14.33,
"Japan, Mishima, Kawanoe",Q3 2022,14.33,
"Japan, Mishima, Kawanoe",Q4 2022,14.33,
"Japan, Mitajiri",Q2 2006,9.8,
"Japan, Mitajiri",Q3 2006,9.8,
"Japan, Mitajiri",Q4 2006,9.8,
"Japan, Mitajiri",Q1 2007,9.8,
"Japan, Mitajiri",Q2 2016,13.04,
"Japan, Mitajiri",Q3 2016,13.04,
"Japan, Mitajiri",Q4 2016,13.04,
"Japan, Mitajiri",Q1 2017,13.04,
"Japan, Mitajiri",Q2 2017,13.04,
"Japan, Mitajiri",Q3 2017,13.04,
"Japan, Mitajiri",Q4 2017,13.04,
"Japan, Mitajiri",Q1 2018,13.04,
"Japan, Mitajiri",Q2 2018,13.04,
"Japan, Mitajiri",Q3 2018,13.04,
"Japan, Mitajiri",Q4 2018,13.04,
"Japan, Mitajiri",Q1 2019,13.04,
"Japan, Mitajiri",Q2 2019,13.04,
"Japan, Mitajiri",Q3 2019,13.04,
"Japan, Mitajiri",Q4 2019,13.04,
"Japan, Mitajiri",Q1 2020,13.04,
"Japan, Mitajiri",Q2 2020,13.04,
"Japan, Mitajiri",Q3 2020,13.04,
"Japan, Mitajiri",Q4 2020,13.04,
"Japan, Mitajiri",Q1 2021,13.04,
"Japan, Mitajiri",Q2 2021,13.04,
"Japan, Mitajiri",Q3 2021,13.04,
"Japan, Mitajiri",Q4 2021,13.04,
"Japan, Mitajiri",Q1 2022,13.04,
"Japan, Mitajiri",Q2 2022,13.04,
"Japan, Mitajiri",Q3 2022,13.04,
"Japan, Mitajiri",Q4 2022,12.44,
"Japan, Mitajiri",Q1 2023,12.44,
"Japan, Mitajiri",Q2 2023,12.44,
"Japan, Mitajiri",Q3 2023,12.44,
"Japan, Mitajiri",Q4 2023,12.44,
"Japan, Mitajiri",Q1 2024,12.44,
"Japan, Mitajiri",Q2 2024,12.44,
"Japan, Mitajiri",Q3 2024,12.44,
"Japan, Mitajiri",Q4 2024,12.44,
"Japan, Mitajiri",Q1 2025,12.44,
"Japan, Miyazaki",Q1 2010,10.46,
"Japan, Miyazaki",Q2 2010,10.46,
"Japan, Miyazaki",Q3 2010,10.46,
"Japan, Mizushima",Q1 2006,80.99,
"Japan, Mizushima",Q2 2006,84.34,
"Japan, Mizushima",Q3 2006,90.37,
"Japan, Mizushima",Q4 2006,92.9,
"Japan, Mizushima",Q1 2007,94.53,
"Japan, Mizushima",Q2 2007,97.15,
"Japan, Mizushima",Q3 2007,97.09,
"Japan, Mizushima",Q4 2007,97.11,
"Japan, Mizushima",Q1 2008,90.64,
"Japan, Mizushima",Q2 2008,83.47,
"Japan, Mizushima",Q3 2008,80.25,
"Japan, Mizushima",Q4 2008,83.42,
"Japan, Mizushima",Q1 2009,83.42,
"Japan, Mizushima",Q2 2009,83.3,
"Japan, Mizushima",Q3 2009,83.3,
"Japan, Mizushima",Q4 2009,83.99,
"Japan, Mizushima",Q1 2010,85.49,
"Japan, Mizushima",Q2 2010,87.78,
"Japan, Mizushima",Q3 2010,81.37,
"Japan, Mizushima",Q4 2010,75.49,
"Japan, Mizushima",Q1 2011,75.54,
"Japan, Mizushima",Q2 2011,75.76,
"Japan, Mizushima",Q3 2011,75.8,
"Japan, Mizushima",Q4 2011,83.6,
"Japan, Mizushima",Q1 2012,83.6,
"Japan, Mizushima",Q2 2012,77.88,
"Japan, Mizushima",Q3 2012,77.91,
"Japan, Mizushima",Q4 2012,77.9,
"Japan, Mizushima",Q1 2013,77.9,
"Japan, Mizushima",Q2 2013,75.04,
"Japan, Mizushima",Q3 2013,74.14,
"Japan, Mizushima",Q4 2013,81.56,
"Japan, Mizushima",Q1 2014,81.52,
"Japan, Mizushima",Q2 2014,81.52,
"Japan, Mizushima",Q3 2014,81.52,
"Japan, Mizushima",Q4 2014,88.16,
"Japan, Mizushima",Q1 2015,88.17,
"Japan, Mizushima",Q2 2015,89.95,
"Japan, Mizushima",Q3 2015,94.19,
"Japan, Mizushima",Q4 2015,94.19,
"Japan, Mizushima",Q1 2016,94.19,
"Japan, Mizushima",Q2 2016,88.91,
"Japan, Mizushima",Q3 2016,88.91,
"Japan, Mizushima",Q4 2016,92.78,
"Japan, Mizushima",Q1 2017,92.78,
"Japan, Mizushima",Q2 2017,92.78,
"Japan, Mizushima",Q3 2017,93.21,
"Japan, Mizushima",Q4 2017,93.34,
"Japan, Mizushima",Q1 2018,93.37,
"Japan, Mizushima",Q2 2018,93.49,
"Japan, Mizushima",Q3 2018,96.11,
"Japan, Mizushima",Q4 2018,96.11,
"Japan, Mizushima",Q1 2019,96.11,
"Japan, Mizushima",Q2 2019,96.11,
"Japan, Mizushima",Q3 2019,96.39,
"Japan, Mizushima",Q4 2019,96.39,
"Japan, Mizushima",Q1 2020,102.5,
"Japan, Mizushima",Q2 2020,97.78,
"Japan, Mizushima",Q3 2020,98.42,
"Japan, Mizushima",Q4 2020,98.42,
"Japan, Mizushima",Q1 2021,97.78,
"Japan, Mizushima",Q2 2021,107.07,
"Japan, Mizushima",Q3 2021,101.66,
"Japan, Mizushima",Q4 2021,101.07,
"Japan, Mizushima",Q1 2022,101.64,
"Japan, Mizushima",Q2 2022,101.9,
"Japan, Mizushima",Q3 2022,101.91,
"Japan, Mizushima",Q4 2022,95.4,
"Japan, Mizushima",Q1 2023,101.03,
"Japan, Mizushima",Q2 2023,101.03,
"Japan, Mizushima",Q3 2023,94.98,
"Japan, Mizushima",Q4 2023,94.98,
"Japan, Mizushima",Q1 2024,95.64,
"Japan, Mizushima",Q2 2024,95.7,
"Japan, Mizushima",Q3 2024,95.77,
"Japan, Mizushima",Q4 2024,95.77,
"Japan, Mizushima",Q1 2025,95.77,
"Japan, Moji",Q1 2006,236.16,
"Japan, Moji",Q2 2006,249.53,
"Japan, Moji",Q3 2006,246.4,
"Japan, Moji",Q4 2006,235.77,
"Japan, Moji",Q1 2007,235.95,
"Japan, Moji",Q2 2007,242.48,
"Japan, Moji",Q3 2007,242.66,
"Japan, Moji",Q4 2007,241.8,
"Japan, Moji",Q1 2008,250.65,
"Japan, Moji",Q2 2008,249.96,
