economy_label,quarter_label,index_value,missingvalue
Jordan,Q3 2018,72.47,
Jordan,Q4 2018,73.54,
Jordan,Q1 2019,71.27,
Jordan,Q2 2019,67.68,
Jordan,Q3 2019,68.02,
Jordan,Q4 2019,67.12,
Jordan,Q1 2020,67.94,
Jordan,Q2 2020,67.35,
Jordan,Q3 2020,71.01,
Jordan,Q4 2020,70.85,
Jordan,Q1 2021,71.34,
Jordan,Q2 2021,70.93,
Jordan,Q3 2021,69.95,
Jordan,Q4 2021,69.44,
Jordan,Q1 2022,69.59,
Jordan,Q2 2022,68.75,
Jordan,Q3 2022,69.98,
Jordan,Q4 2022,68.89,
Jordan,Q1 2023,71.3,
Jordan,Q2 2023,75.2,
Jordan,Q3 2023,71.5,
Jordan,Q4 2023,72.17,
Jordan,Q1 2024,52.13,
Jordan,Q2 2024,64.75,
Jordan,Q3 2024,56.31,
Jordan,Q4 2024,82.36,
Kenya,Q1 2006,55.15,
Kenya,Q2 2006,58.09,
Kenya,Q3 2006,59.35,
Kenya,Q4 2006,60.77,
Kenya,Q1 2007,60.12,
Kenya,Q2 2007,60.42,
Kenya,Q3 2007,61.93,
Kenya,Q4 2007,63.05,
Kenya,Q1 2008,59.37,
Kenya,Q2 2008,55.07,
Kenya,Q3 2008,57.13,
Kenya,Q4 2008,59.29,
Kenya,Q1 2009,62.75,
Kenya,Q2 2009,59.54,
Kenya,Q3 2009,60.32,
Kenya,Q4 2009,60.44,
Kenya,Q1 2010,59.31,
Kenya,Q2 2010,60.86,
Kenya,Q3 2010,66.93,
Kenya,Q4 2010,60.87,
Kenya,Q1 2011,67.94,
Kenya,Q2 2011,67.18,
Kenya,Q3 2011,62.81,
Kenya,Q4 2011,66.01,
Kenya,Q1 2012,59.58,
Kenya,Q2 2012,62.35,
Kenya,Q3 2012,60.34,
Kenya,Q4 2012,56.74,
Kenya,Q1 2013,52.3,
Kenya,Q2 2013,57.84,
Kenya,Q3 2013,57.48,
Kenya,Q4 2013,57.76,
Kenya,Q1 2014,56.58,
Kenya,Q2 2014,55.73,
Kenya,Q3 2014,59.91,
Kenya,Q4 2014,60.34,
Kenya,Q1 2015,52.78,
Kenya,Q2 2015,52.52,
Kenya,Q3 2015,53.9,
Kenya,Q4 2015,60.02,
Kenya,Q1 2016,56.21,
Kenya,Q2 2016,55.12,
Kenya,Q3 2016,57.7,
Kenya,Q4 2016,56.31,
Kenya,Q1 2017,58.12,
Kenya,Q2 2017,57.45,
Kenya,Q3 2017,56.48,
Kenya,Q4 2017,57.94,
Kenya,Q1 2018,60.43,
Kenya,Q2 2018,73.5,
Kenya,Q3 2018,62.23,
Kenya,Q4 2018,60.87,
Kenya,Q1 2019,70.92,
Kenya,Q2 2019,61.39,
Kenya,Q3 2019,61.39,
Kenya,Q4 2019,61.83,
Kenya,Q1 2020,60.63,
Kenya,Q2 2020,57.52,
Kenya,Q3 2020,59.04,
Kenya,Q4 2020,56.4,
Kenya,Q1 2021,57.63,
Kenya,Q2 2021,59.81,
Kenya,Q3 2021,60.52,
Kenya,Q4 2021,56.04,
Kenya,Q1 2022,56.01,
Kenya,Q2 2022,52.67,
Kenya,Q3 2022,56.84,
Kenya,Q4 2022,58.75,
Kenya,Q1 2023,62.38,
Kenya,Q2 2023,63.51,
Kenya,Q3 2023,59.86,
Kenya,Q4 2023,67.68,
Kenya,Q1 2024,65.72,
Kenya,Q2 2024,63.71,
Kenya,Q3 2024,70.18,
Kenya,Q4 2024,68.52,
Kiribati,Q3 2008,8.64,
Kiribati,Q4 2008,8.64,
Kiribati,Q1 2009,8.64,
Kiribati,Q2 2009,12.13,
Kiribati,Q3 2009,4.52,
Kiribati,Q4 2009,4.52,
Kiribati,Q1 2010,4.52,
Kiribati,Q2 2010,13.99,
Kiribati,Q3 2010,10.48,
Kiribati,Q4 2010,10.48,
Kiribati,Q1 2011,10.48,
Kiribati,Q2 2011,11.72,
Kiribati,Q3 2011,11.72,
Kiribati,Q4 2011,11.72,
Kiribati,Q1 2012,11.72,
Kiribati,Q2 2012,11.72,
Kiribati,Q3 2012,11.72,
Kiribati,Q4 2012,18.53,
Kiribati,Q1 2013,18.53,
Kiribati,Q2 2013,18.53,
Kiribati,Q3 2013,18.53,
Kiribati,Q4 2013,18.91,
Kiribati,Q1 2014,13.49,
Kiribati,Q2 2014,11.47,
Kiribati,Q3 2014,11.47,
Kiribati,Q4 2014,15.68,
Kiribati,Q1 2015,15.68,
Kiribati,Q2 2015,15.68,
Kiribati,Q3 2015,14.32,
Kiribati,Q4 2015,12.99,
Kiribati,Q1 2016,16.15,
Kiribati,Q2 2016,17.97,
Kiribati,Q3 2016,16.31,
Kiribati,Q4 2016,16.31,
Kiribati,Q1 2017,14.99,
Kiribati,Q2 2017,14.99,
Kiribati,Q3 2017,14.99,
Kiribati,Q4 2017,15.04,
Kiribati,Q1 2018,15.04,
Kiribati,Q2 2018,15.04,
Kiribati,Q3 2018,15.04,
Kiribati,Q4 2018,5.05,
Kiribati,Q1 2019,5.05,
Kiribati,Q2 2019,5.05,
Kiribati,Q3 2019,5.05,
Kiribati,Q4 2019,15.18,
Kiribati,Q1 2020,15.18,
Kiribati,Q2 2020,15.18,
Kiribati,Q3 2020,16.42,
Kiribati,Q4 2020,15.12,
Kiribati,Q1 2021,15.12,
Kiribati,Q2 2021,15.12,
Kiribati,Q3 2021,15.12,
Kiribati,Q4 2021,16.05,
Kiribati,Q1 2022,16.05,
Kiribati,Q2 2022,16.05,
Kiribati,Q3 2022,16.05,
Kiribati,Q4 2022,16.05,
Kiribati,Q1 2023,16.05,
Kiribati,Q2 2023,16.8,
Kiribati,Q3 2023,16.8,
Kiribati,Q4 2023,16.8,
Kiribati,Q1 2024,16.8,
Kiribati,Q2 2024,16.2,
Kiribati,Q3 2024,16.2,
Kiribati,Q4 2024,16.19,
Kuwait,Q1 2006,51.15,
Kuwait,Q2 2006,49,
Kuwait,Q3 2006,49.42,
Kuwait,Q4 2006,49.44,
Kuwait,Q1 2007,47.82,
Kuwait,Q2 2007,48.93,
Kuwait,Q3 2007,49.52,
Kuwait,Q4 2007,51.78,
Kuwait,Q1 2008,51.08,
Kuwait,Q2 2008,55.54,
Kuwait,Q3 2008,59.99,
Kuwait,Q4 2008,59.89,
Kuwait,Q1 2009,58.64,
Kuwait,Q2 2009,54.88,
Kuwait,Q3 2009,55.01,
Kuwait,Q4 2009,54.01,
Kuwait,Q1 2010,50.72,
Kuwait,Q2 2010,49.6,
Kuwait,Q3 2010,49.48,
Kuwait,Q4 2010,38.09,
Kuwait,Q1 2011,38.72,
Kuwait,Q2 2011,42.69,
Kuwait,Q3 2011,40.31,
Kuwait,Q4 2011,39.14,
Kuwait,Q1 2012,44.03,
Kuwait,Q2 2012,40.48,
Kuwait,Q3 2012,42.31,
Kuwait,Q4 2012,43.59,
Kuwait,Q1 2013,43.59,
Kuwait,Q2 2013,41.25,
Kuwait,Q3 2013,42.93,
Kuwait,Q4 2013,36.2,
Kuwait,Q1 2014,36.29,
Kuwait,Q2 2014,39.82,
Kuwait,Q3 2014,37.48,
Kuwait,Q4 2014,38.24,
Kuwait,Q1 2015,36.84,
Kuwait,Q2 2015,37.3,
Kuwait,Q3 2015,38.56,
Kuwait,Q4 2015,34.57,
Kuwait,Q1 2016,32.64,
Kuwait,Q2 2016,38.31,
Kuwait,Q3 2016,36.85,
Kuwait,Q4 2016,26.43,
Kuwait,Q1 2017,26.38,
Kuwait,Q2 2017,26.35,
Kuwait,Q3 2017,27.97,
Kuwait,Q4 2017,36.52,
Kuwait,Q1 2018,34.97,
Kuwait,Q2 2018,33.62,
Kuwait,Q3 2018,41.35,
Kuwait,Q4 2018,41.82,
Kuwait,Q1 2019,43.35,
Kuwait,Q2 2019,43.35,
Kuwait,Q3 2019,41.06,
Kuwait,Q4 2019,40.82,
Kuwait,Q1 2020,37.06,
Kuwait,Q2 2020,37.06,
Kuwait,Q3 2020,37.08,
Kuwait,Q4 2020,38.78,
Kuwait,Q1 2021,34.31,
Kuwait,Q2 2021,34.73,
Kuwait,Q3 2021,32.12,
Kuwait,Q4 2021,32.05,
Kuwait,Q1 2022,27.78,
Kuwait,Q2 2022,29.85,
Kuwait,Q3 2022,32.24,
Kuwait,Q4 2022,33.76,
Kuwait,Q1 2023,36.93,
Kuwait,Q2 2023,44.91,
Kuwait,Q3 2023,43.93,
Kuwait,Q4 2023,38.97,
Kuwait,Q1 2024,36.88,
Kuwait,Q2 2024,37.06,
Kuwait,Q3 2024,37.03,
Kuwait,Q4 2024,37.03,
Latvia,Q1 2006,34.08,
Latvia,Q2 2006,36.37,
Latvia,Q3 2006,37.19,
Latvia,Q4 2006,31.32,
Latvia,Q1 2007,33.14,
Latvia,Q2 2007,31.81,
Latvia,Q3 2007,32.53,
Latvia,Q4 2007,30.68,
Latvia,Q1 2008,27.24,
Latvia,Q2 2008,25.95,
Latvia,Q3 2008,27.95,
Latvia,Q4 2008,26.28,
Latvia,Q1 2009,30.44,
Latvia,Q2 2009,32.97,
Latvia,Q3 2009,33.93,
Latvia,Q4 2009,32.82,
Latvia,Q1 2010,37.38,
Latvia,Q2 2010,33.81,
Latvia,Q3 2010,33.96,
Latvia,Q4 2010,30.59,
Latvia,Q1 2011,31.42,
Latvia,Q2 2011,28.02,
Latvia,Q3 2011,29.49,
Latvia,Q4 2011,32.01,
Latvia,Q1 2012,37.35,
Latvia,Q2 2012,36.48,
Latvia,Q3 2012,38.63,
Latvia,Q4 2012,30.6,
Latvia,Q1 2013,28.78,
Latvia,Q2 2013,30.05,
Latvia,Q3 2013,32.15,
Latvia,Q4 2013,35.83,
Latvia,Q1 2014,31.73,
Latvia,Q2 2014,33.53,
Latvia,Q3 2014,34.03,
Latvia,Q4 2014,33.25,
Latvia,Q1 2015,34.33,
Latvia,Q2 2015,30.99,
Latvia,Q3 2015,29.51,
Latvia,Q4 2015,27.73,
Latvia,Q1 2016,31.62,
Latvia,Q2 2016,32.93,
Latvia,Q3 2016,30.95,
Latvia,Q4 2016,30.51,
Latvia,Q1 2017,26.73,
Latvia,Q2 2017,26.74,
Latvia,Q3 2017,28.43,
Latvia,Q4 2017,27.55,
Latvia,Q1 2018,31.01,
Latvia,Q2 2018,32.13,
Latvia,Q3 2018,30.97,
Latvia,Q4 2018,31.01,
Latvia,Q1 2019,33.81,
Latvia,Q2 2019,34.09,
Latvia,Q3 2019,32.96,
Latvia,Q4 2019,33.95,
Latvia,Q1 2020,34.15,
Latvia,Q2 2020,30.54,
Latvia,Q3 2020,33.9,
Latvia,Q4 2020,30.7,
Latvia,Q1 2021,31.87,
Latvia,Q2 2021,28.31,
Latvia,Q3 2021,30.1,
Latvia,Q4 2021,33.39,
Latvia,Q1 2022,33.37,
Latvia,Q2 2022,34.34,
Latvia,Q3 2022,35.71,
Latvia,Q4 2022,32.55,
Latvia,Q1 2023,37.47,
Latvia,Q2 2023,41.33,
Latvia,Q3 2023,39.57,
Latvia,Q4 2023,40.63,
Latvia,Q1 2024,43.98,
Latvia,Q2 2024,43.66,
Latvia,Q3 2024,40.2,
Latvia,Q4 2024,38.08,
Lebanon,Q1 2006,74.71,
Lebanon,Q2 2006,68.01,
Lebanon,Q3 2006,69.33,
Lebanon,Q4 2006,72.4,
Lebanon,Q1 2007,69.98,
Lebanon,Q2 2007,72,
Lebanon,Q3 2007,74.43,
Lebanon,Q4 2007,76.87,
Lebanon,Q1 2008,80.1,
Lebanon,Q2 2008,68.85,
Lebanon,Q3 2008,72.55,
Lebanon,Q4 2008,72.94,
Lebanon,Q1 2009,68.65,
Lebanon,Q2 2009,76.18,
Lebanon,Q3 2009,82.58,
Lebanon,Q4 2009,81.11,
Lebanon,Q1 2010,75.06,
Lebanon,Q2 2010,74.39,
Lebanon,Q3 2010,75.47,
Lebanon,Q4 2010,75.03,
Lebanon,Q1 2011,82.77,
Lebanon,Q2 2011,85.65,
Lebanon,Q3 2011,91.6,
Lebanon,Q4 2011,90.93,
Lebanon,Q1 2012,80.77,
Lebanon,Q2 2012,83.68,
Lebanon,Q3 2012,86.68,
Lebanon,Q4 2012,87.15,
Lebanon,Q1 2013,83.03,
Lebanon,Q2 2013,87.3,
Lebanon,Q3 2013,89.4,
Lebanon,Q4 2013,86.85,
Lebanon,Q1 2014,85.69,
Lebanon,Q2 2014,84.22,
Lebanon,Q3 2014,92.14,
Lebanon,Q4 2014,91.37,
Lebanon,Q1 2015,93.83,
Lebanon,Q2 2015,90.93,
Lebanon,Q3 2015,87.42,
Lebanon,Q4 2015,97.67,
Lebanon,Q1 2016,101.55,
Lebanon,Q2 2016,99.35,
Lebanon,Q3 2016,97.58,
Lebanon,Q4 2016,97.69,
Lebanon,Q1 2017,92.22,
Lebanon,Q2 2017,97.95,
Lebanon,Q3 2017,94.29,
Lebanon,Q4 2017,98.03,
Lebanon,Q1 2018,100.7,
Lebanon,Q2 2018,105.35,
Lebanon,Q3 2018,107.29,
Lebanon,Q4 2018,105.06,
Lebanon,Q1 2019,103.89,
Lebanon,Q2 2019,93.76,
Lebanon,Q3 2019,91.02,
Lebanon,Q4 2019,99.23,
Lebanon,Q1 2020,99.64,
Lebanon,Q2 2020,85.21,
Lebanon,Q3 2020,84.08,
Lebanon,Q4 2020,81.87,
Lebanon,Q1 2021,97.63,
Lebanon,Q2 2021,89.03,
Lebanon,Q3 2021,92.77,
Lebanon,Q4 2021,92.53,
Lebanon,Q1 2022,92.16,
Lebanon,Q2 2022,89.28,
Lebanon,Q3 2022,89.26,
Lebanon,Q4 2022,90.53,
Lebanon,Q1 2023,95.58,
Lebanon,Q2 2023,96.35,
Lebanon,Q3 2023,94.67,
Lebanon,Q4 2023,107.74,
Lebanon,Q1 2024,112,
Lebanon,Q2 2024,78.97,
Lebanon,Q3 2024,74.58,
Lebanon,Q4 2024,73.58,
Liberia,Q1 2006,11.5,
Liberia,Q2 2006,13.74,
Liberia,Q3 2006,14.97,
Liberia,Q4 2006,16.55,
Liberia,Q1 2007,15.66,
Liberia,Q2 2007,19.4,
Liberia,Q3 2007,19.4,
Liberia,Q4 2007,29.11,
Liberia,Q1 2008,25.37,
Liberia,Q2 2008,25.99,
Liberia,Q3 2008,23.41,
Liberia,Q4 2008,19.32,
Liberia,Q1 2009,19.78,
Liberia,Q2 2009,22.69,
Liberia,Q3 2009,18.42,
Liberia,Q4 2009,18.42,
Liberia,Q1 2010,19.11,
Liberia,Q2 2010,20.28,
Liberia,Q3 2010,14.34,
Liberia,Q4 2010,14.34,
Liberia,Q1 2011,15.52,
Liberia,Q2 2011,15.03,
Liberia,Q3 2011,13.2,
Liberia,Q4 2011,13.12,
Liberia,Q1 2012,14.48,
Liberia,Q2 2012,24.55,
Liberia,Q3 2012,24.23,
Liberia,Q4 2012,25.17,
Liberia,Q1 2013,23.65,
Liberia,Q2 2013,24.61,
Liberia,Q3 2013,25.56,
Liberia,Q4 2013,26.74,
Liberia,Q1 2014,26.53,
Liberia,Q2 2014,30.71,
Liberia,Q3 2014,29.43,
Liberia,Q4 2014,22.42,
Liberia,Q1 2015,26.18,
Liberia,Q2 2015,26.2,
Liberia,Q3 2015,25.32,
Liberia,Q4 2015,25.27,
Liberia,Q1 2016,23.45,
Liberia,Q2 2016,18.08,
Liberia,Q3 2016,18.18,
Liberia,Q4 2016,20.56,
Liberia,Q1 2017,19.48,
Liberia,Q2 2017,19.5,
Liberia,Q3 2017,23.31,
Liberia,Q4 2017,22.46,
Liberia,Q1 2018,17.97,
Liberia,Q2 2018,22.69,
Liberia,Q3 2018,22.23,
Liberia,Q4 2018,21.41,
Liberia,Q1 2019,21.41,
Liberia,Q2 2019,21.42,
Liberia,Q3 2019,21.66,
Liberia,Q4 2019,21.6,
Liberia,Q1 2020,22.56,
Liberia,Q2 2020,21.82,
Liberia,Q3 2020,21.43,
Liberia,Q4 2020,19.48,
Liberia,Q1 2021,14.62,
Liberia,Q2 2021,17.71,
Liberia,Q3 2021,16.13,
Liberia,Q4 2021,16.15,
Liberia,Q1 2022,17.42,
Liberia,Q2 2022,14.76,
Liberia,Q3 2022,15.43,
Liberia,Q4 2022,14.38,
Liberia,Q1 2023,15.27,
Liberia,Q2 2023,17.23,
Liberia,Q3 2023,16.95,
Liberia,Q4 2023,17.34,
Liberia,Q1 2024,23.64,
Liberia,Q2 2024,19.33,
Liberia,Q3 2024,19.12,
Liberia,Q4 2024,18.46,
Libya,Q1 2006,37.31,
Libya,Q2 2006,37.5,
Libya,Q3 2006,39.77,
Libya,Q4 2006,44.1,
Libya,Q1 2007,47.63,
Libya,Q2 2007,47.65,
Libya,Q3 2007,45.96,
Libya,Q4 2007,50.07,
Libya,Q1 2008,52.34,
Libya,Q2 2008,52.23,
Libya,Q3 2008,42.38,
Libya,Q4 2008,43.31,
Libya,Q1 2009,41.54,
Libya,Q2 2009,46.18,
Libya,Q3 2009,47.98,
Libya,Q4 2009,46.01,
Libya,Q1 2010,42.78,
Libya,Q2 2010,45.93,
Libya,Q3 2010,47.77,
Libya,Q4 2010,44.6,
Libya,Q1 2011,45.11,
Libya,Q2 2011,33.61,
Libya,Q3 2011,29.92,
Libya,Q4 2011,25.08,
Libya,Q1 2012,30.67,
Libya,Q2 2012,32.47,
Libya,Q3 2012,33.18,
Libya,Q4 2012,42.91,
Libya,Q1 2013,57.01,
Libya,Q2 2013,59.18,
Libya,Q3 2013,63.32,
Libya,Q4 2013,68.1,
Libya,Q1 2014,67.27,
Libya,Q2 2014,70.01,
Libya,Q3 2014,70.81,
Libya,Q4 2014,67.83,
Libya,Q1 2015,61.07,
Libya,Q2 2015,63.72,
Libya,Q3 2015,59.58,
Libya,Q4 2015,59.31,
Libya,Q1 2016,57.66,
Libya,Q2 2016,47.58,
Libya,Q3 2016,46.21,
Libya,Q4 2016,48.22,
Libya,Q1 2017,47.67,
Libya,Q2 2017,52.6,
Libya,Q3 2017,50.93,
Libya,Q4 2017,58.22,
Libya,Q1 2018,56.43,
Libya,Q2 2018,53.28,
Libya,Q3 2018,54.15,
Libya,Q4 2018,56.4,
Libya,Q1 2019,55.97,
Libya,Q2 2019,58.21,
Libya,Q3 2019,52.83,
Libya,Q4 2019,56,
Libya,Q1 2020,54.79,
Libya,Q2 2020,56.36,
Libya,Q3 2020,55.07,
Libya,Q4 2020,51.94,
Libya,Q1 2021,53.02,
Libya,Q2 2021,49.4,
Libya,Q3 2021,48.22,
Libya,Q4 2021,53.2,
Libya,Q1 2022,48.48,
Libya,Q2 2022,51.38,
Libya,Q3 2022,54.23,
Libya,Q4 2022,52.76,
Libya,Q1 2023,53.56,
Libya,Q2 2023,50.21,
Libya,Q3 2023,61.88,
Libya,Q4 2023,52.21,
Libya,Q1 2024,53.87,
Libya,Q2 2024,52.38,
Libya,Q3 2024,63.58,
Libya,Q4 2024,66.35,
Lithuania,Q1 2006,29.83,
Lithuania,Q2 2006,40.27,
Lithuania,Q3 2006,38.75,
Lithuania,Q4 2006,38.68,
Lithuania,Q1 2007,37.29,
Lithuania,Q2 2007,37.01,
Lithuania,Q3 2007,37.59,
Lithuania,Q4 2007,36.8,
Lithuania,Q1 2008,37.64,
Lithuania,Q2 2008,33.95,
Lithuania,Q3 2008,33.77,
Lithuania,Q4 2008,33.1,
Lithuania,Q1 2009,36.41,
Lithuania,Q2 2009,34.11,
Lithuania,Q3 2009,40.85,
Lithuania,Q4 2009,41.25,
Lithuania,Q1 2010,40.58,
Lithuania,Q2 2010,40.45,
Lithuania,Q3 2010,42.41,
Lithuania,Q4 2010,39.79,
Lithuania,Q1 2011,40.2,
Lithuania,Q2 2011,39.66,
Lithuania,Q3 2011,40.3,
Lithuania,Q4 2011,40.5,
Lithuania,Q1 2012,45.17,
Lithuania,Q2 2012,45.22,
Lithuania,Q3 2012,41.76,
Lithuania,Q4 2012,37.91,
Lithuania,Q1 2013,42.5,
Lithuania,Q2 2013,40.47,
Lithuania,Q3 2013,41.18,
Lithuania,Q4 2013,40.69,
Lithuania,Q1 2014,40.35,
Lithuania,Q2 2014,44.13,
Lithuania,Q3 2014,44.59,
Lithuania,Q4 2014,44.53,
Lithuania,Q1 2015,43.31,
Lithuania,Q2 2015,44.01,
Lithuania,Q3 2015,47.24,
Lithuania,Q4 2015,40.92,
Lithuania,Q1 2016,45.25,
Lithuania,Q2 2016,47.71,
Lithuania,Q3 2016,44.55,
Lithuania,Q4 2016,36.52,
Lithuania,Q1 2017,35.15,
Lithuania,Q2 2017,37.18,
Lithuania,Q3 2017,41.56,
Lithuania,Q4 2017,45.2,
Lithuania,Q1 2018,47.77,
Lithuania,Q2 2018,63.45,
Lithuania,Q3 2018,68.74,
Lithuania,Q4 2018,61.52,
Lithuania,Q1 2019,63.47,
Lithuania,Q2 2019,60.49,
Lithuania,Q3 2019,63.98,
Lithuania,Q4 2019,51.68,
Lithuania,Q1 2020,49.67,
Lithuania,Q2 2020,48.35,
Lithuania,Q3 2020,47.28,
Lithuania,Q4 2020,44.64,
Lithuania,Q1 2021,45.24,
Lithuania,Q2 2021,42.8,
Lithuania,Q3 2021,58.29,
Lithuania,Q4 2021,60.22,
Lithuania,Q1 2022,58.57,
Lithuania,Q2 2022,63.94,
Lithuania,Q3 2022,67.69,
Lithuania,Q4 2022,71.85,
Lithuania,Q1 2023,65.06,
Lithuania,Q2 2023,64.95,
Lithuania,Q3 2023,75.56,
Lithuania,Q4 2023,59.99,
Lithuania,Q1 2024,70.22,
Lithuania,Q2 2024,74.98,
Lithuania,Q3 2024,80.01,
Lithuania,Q4 2024,85.59,
Madagascar,Q1 2006,39.45,
Madagascar,Q2 2006,37.08,
Madagascar,Q3 2006,36.4,
Madagascar,Q4 2006,37.24,
Madagascar,Q1 2007,37.24,
Madagascar,Q2 2007,28.65,
Madagascar,Q3 2007,28.76,
Madagascar,Q4 2007,31.34,
Madagascar,Q1 2008,31.34,
Madagascar,Q2 2008,33.68,
Madagascar,Q3 2008,33.71,
Madagascar,Q4 2008,33.73,
Madagascar,Q1 2009,28.31,
Madagascar,Q2 2009,29.59,
Madagascar,Q3 2009,36.33,
Madagascar,Q4 2009,35.68,
Madagascar,Q1 2010,29.43,
Madagascar,Q2 2010,28.79,
Madagascar,Q3 2010,30.46,
Madagascar,Q4 2010,31.42,
Madagascar,Q1 2011,31.52,
Madagascar,Q2 2011,33.39,
Madagascar,Q3 2011,31.76,
Madagascar,Q4 2011,31.76,
Madagascar,Q1 2012,33.87,
Madagascar,Q2 2012,43.25,
Madagascar,Q3 2012,40.51,
Madagascar,Q4 2012,40.42,
Madagascar,Q1 2013,42.33,
Madagascar,Q2 2013,43.94,
Madagascar,Q3 2013,43.24,
Madagascar,Q4 2013,44.34,
Madagascar,Q1 2014,44.35,
Madagascar,Q2 2014,37.6,
Madagascar,Q3 2014,37.83,
Madagascar,Q4 2014,38.88,
Madagascar,Q1 2015,36.76,
Madagascar,Q2 2015,36.73,
Madagascar,Q3 2015,36.84,
Madagascar,Q4 2015,38.31,
Madagascar,Q1 2016,38.8,
Madagascar,Q2 2016,35.39,
Madagascar,Q3 2016,35.56,
Madagascar,Q4 2016,34.79,
Madagascar,Q1 2017,34.65,
Madagascar,Q2 2017,29.04,
Madagascar,Q3 2017,28.89,
Madagascar,Q4 2017,33.7,
Madagascar,Q1 2018,31.06,
Madagascar,Q2 2018,31.19,
Madagascar,Q3 2018,33.27,
Madagascar,Q4 2018,32.6,
Madagascar,Q1 2019,28.22,
Madagascar,Q2 2019,28.35,
Madagascar,Q3 2019,28.31,
Madagascar,Q4 2019,28.99,
Madagascar,Q1 2020,31.38,
Madagascar,Q2 2020,31.38,
Madagascar,Q3 2020,27.9,
Madagascar,Q4 2020,25.13,
Madagascar,Q1 2021,24.49,
Madagascar,Q2 2021,26.21,
Madagascar,Q3 2021,24.07,
Madagascar,Q4 2021,24.1,
Madagascar,Q1 2022,24.71,
Madagascar,Q2 2022,24.76,
Madagascar,Q3 2022,25.55,
Madagascar,Q4 2022,25.57,
Madagascar,Q1 2023,24.8,
Madagascar,Q2 2023,24.87,
Madagascar,Q3 2023,24.17,
Madagascar,Q4 2023,24.14,
Madagascar,Q1 2024,24.16,
Madagascar,Q2 2024,26.2,
Madagascar,Q3 2024,29.42,
Madagascar,Q4 2024,28.34,
Malaysia,Q1 2006,388.24,
Malaysia,Q2 2006,387.77,
Malaysia,Q3 2006,397.12,
Malaysia,Q4 2006,404.79,
Malaysia,Q1 2007,415.55,
Malaysia,Q2 2007,425.4,
Malaysia,Q3 2007,428.14,
Malaysia,Q4 2007,449.88,
Malaysia,Q1 2008,453.9,
Malaysia,Q2 2008,445.57,
Malaysia,Q3 2008,454.88,
Malaysia,Q4 2008,448.8,
Malaysia,Q1 2009,430.64,
Malaysia,Q2 2009,431.29,
Malaysia,Q3 2009,414.15,
Malaysia,Q4 2009,422.1,
Malaysia,Q1 2010,423.87,
Malaysia,Q2 2010,432.33,
Malaysia,Q3 2010,452.75,
Malaysia,Q4 2010,460.05,
Malaysia,Q1 2011,467.47,
Malaysia,Q2 2011,502.73,
Malaysia,Q3 2011,502.14,
Malaysia,Q4 2011,503.48,
Malaysia,Q1 2012,487.68,
Malaysia,Q2 2012,478.28,
Malaysia,Q3 2012,480.22,
Malaysia,Q4 2012,477.16,
Malaysia,Q1 2013,471.92,
Malaysia,Q2 2013,477.73,
Malaysia,Q3 2013,478.42,
Malaysia,Q4 2013,468.54,
Malaysia,Q1 2014,462.6,
Malaysia,Q2 2014,461.04,
Malaysia,Q3 2014,461.8,
Malaysia,Q4 2014,461.33,
Malaysia,Q1 2015,466.95,
Malaysia,Q2 2015,470.86,
Malaysia,Q3 2015,477.44,
Malaysia,Q4 2015,477.96,
Malaysia,Q1 2016,477.56,
Malaysia,Q2 2016,483.98,
Malaysia,Q3 2016,481.39,
Malaysia,Q4 2016,469.8,
Malaysia,Q1 2017,471.55,
Malaysia,Q2 2017,463.07,
Malaysia,Q3 2017,453.5,
Malaysia,Q4 2017,463.98,
Malaysia,Q1 2018,468.78,
Malaysia,Q2 2018,472.78,
Malaysia,Q3 2018,464.82,
Malaysia,Q4 2018,462.16,
Malaysia,Q1 2019,449.86,
Malaysia,Q2 2019,464.41,
Malaysia,Q3 2019,464.28,
Malaysia,Q4 2019,463.65,
Malaysia,Q1 2020,471,
Malaysia,Q2 2020,463.54,
Malaysia,Q3 2020,463.47,
Malaysia,Q4 2020,476.38,
Malaysia,Q1 2021,477.96,
Malaysia,Q2 2021,479.45,
Malaysia,Q3 2021,466.83,
Malaysia,Q4 2021,469.11,
Malaysia,Q1 2022,472.54,
Malaysia,Q2 2022,474.68,
Malaysia,Q3 2022,480.3,
Malaysia,Q4 2022,483.75,
Malaysia,Q1 2023,479.31,
Malaysia,Q2 2023,496,
Malaysia,Q3 2023,498.83,
Malaysia,Q4 2023,504.14,
Malaysia,Q1 2024,484.77,
Malaysia,Q2 2024,486.21,
Malaysia,Q3 2024,494.08,
Malaysia,Q4 2024,499.07,
Maldives,Q1 2006,21.65,
Maldives,Q2 2006,14.37,
Maldives,Q3 2006,14.37,
Maldives,Q4 2006,14.37,
Maldives,Q1 2007,14.37,
Maldives,Q2 2007,18.46,
Maldives,Q3 2007,18.46,
Maldives,Q4 2007,18.46,
Maldives,Q1 2008,18.46,
Maldives,Q2 2008,14.55,
Maldives,Q3 2008,14.55,
Maldives,Q4 2008,14.55,
Maldives,Q1 2009,14.55,
Maldives,Q2 2009,21.46,
Maldives,Q3 2009,21.29,
Maldives,Q4 2009,21.29,
Maldives,Q1 2010,20.53,
Maldives,Q2 2010,20.77,
Maldives,Q3 2010,20.77,
Maldives,Q4 2010,18.68,
Maldives,Q1 2011,19.93,
Maldives,Q2 2011,21.63,
Maldives,Q3 2011,20.82,
Maldives,Q4 2011,24.15,
Maldives,Q1 2012,13.1,
